Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
4/28/2020,Wayne,0,70,45,1185,0.00%,COUNTY
4/28/2020,Westchester,381,28626,1843,90987,20.67%,COUNTY
4/28/2020,Wyoming,2,65,26,551,7.69%,COUNTY
4/28/2020,Yates,0,17,8,252,0.00%,COUNTY
4/29/2020,Albany,98,1165,439,10310,22.32%,COUNTY
4/29/2020,Allegany,0,35,18,543,0.00%,COUNTY
4/29/2020,Bronx,644,37244,2977,90231,21.63%,COUNTY
4/29/2020,Broome,11,284,114,2361,9.65%,COUNTY
4/29/2020,Cattaraugus,0,47,85,909,0.00%,COUNTY
4/29/2020,Cayuga,0,48,25,957,0.00%,COUNTY
4/29/2020,Chautauqua,2,33,39,1160,5.13%,COUNTY
4/29/2020,Chemung,3,122,84,1563,3.57%,COUNTY
4/29/2020,Chenango,2,98,25,789,8.00%,COUNTY
4/29/2020,Clinton,0,59,40,748,0.00%,COUNTY
4/29/2020,Columbia,5,170,61,1302,8.20%,COUNTY
4/29/2020,Cortland,0,28,26,1112,0.00%,COUNTY
4/29/2020,Delaware,1,61,24,729,4.17%,COUNTY
4/29/2020,Dutchess,73,2954,427,14642,17.10%,COUNTY
4/29/2020,Erie,123,3319,885,16104,13.90%,COUNTY
4/29/2020,Essex,1,28,22,363,4.55%,COUNTY
4/29/2020,Franklin,0,15,14,374,0.00%,COUNTY
4/29/2020,Fulton,4,71,27,791,14.81%,COUNTY
4/29/2020,Genesee,1,153,32,1006,3.13%,COUNTY
4/29/2020,Greene,17,131,59,1124,28.81%,COUNTY
4/29/2020,Hamilton,0,3,0,38,0.00%,COUNTY
4/29/2020,Herkimer,0,58,28,792,0.00%,COUNTY
4/29/2020,Jefferson,1,61,36,1518,2.78%,COUNTY
4/29/2020,Kings,636,44872,3944,111490,16.13%,COUNTY
4/29/2020,Lewis,0,9,14,314,0.00%,COUNTY
4/29/2020,Livingston,2,69,34,1025,5.88%,COUNTY
4/29/2020,Madison,5,131,12,1215,41.67%,COUNTY
4/29/2020,Monroe,37,1441,469,14015,7.89%,COUNTY
4/29/2020,Montgomery,2,53,14,698,14.29%,COUNTY
4/29/2020,Nassau,349,35854,2424,95200,14.40%,COUNTY
4/29/2020,New York,316,21920,2299,66602,13.75%,COUNTY
4/29/2020,Niagara,19,420,154,2544,12.34%,COUNTY
4/29/2020,Oneida,17,439,145,3426,11.72%,COUNTY
4/29/2020,Onondaga,50,832,343,10667,14.58%,COUNTY
4/29/2020,Ontario,0,90,78,1611,0.00%,COUNTY
4/29/2020,Orange,162,8650,880,27222,18.41%,COUNTY
4/29/2020,Orleans,4,89,35,628,11.43%,COUNTY
4/29/2020,Oswego,0,63,45,1592,0.00%,COUNTY
4/29/2020,Otsego,1,67,45,1246,2.22%,COUNTY
4/29/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
4/29/2020,Putnam,24,970,251,4170,9.56%,COUNTY
4/29/2020,Queens,890,51631,4201,120689,21.19%,COUNTY
4/29/2020,Rensselaer,25,287,142,3308,17.61%,COUNTY
4/29/2020,Richmond,151,11811,841,33486,17.95%,COUNTY
4/29/2020,Rockland,122,11708,691,30593,17.66%,COUNTY
4/29/2020,Saratoga,8,354,195,5039,4.10%,COUNTY
4/29/2020,Schenectady,22,501,246,4174,8.94%,COUNTY
4/29/2020,Schoharie,3,42,17,609,17.65%,COUNTY
4/29/2020,Schuyler,0,7,7,412,0.00%,COUNTY
4/29/2020,Seneca,1,39,24,475,4.17%,COUNTY
4/29/2020,St. Lawrence,3,173,277,1826,1.08%,COUNTY
4/29/2020,Steuben,2,216,63,2037,3.17%,COUNTY
4/29/2020,Suffolk,399,33664,2193,91361,18.19%,COUNTY
4/29/2020,Sullivan,27,838,102,3743,26.47%,COUNTY
4/29/2020,Tioga,4,88,69,884,5.80%,COUNTY
4/29/2020,Tompkins,1,128,19,3511,5.26%,COUNTY
4/29/2020,Ulster,27,1279,309,8082,8.74%,COUNTY
4/29/2020,Warren,24,176,105,1373,22.86%,COUNTY
4/29/2020,Washington,14,148,58,1005,24.14%,COUNTY
4/29/2020,Wayne,1,71,54,1239,1.85%,COUNTY
4/29/2020,Westchester,344,28970,1842,92829,18.68%,COUNTY
4/29/2020,Wyoming,2,67,17,568,11.76%,COUNTY
4/29/2020,Yates,1,18,10,262,10.00%,COUNTY
4/30/2020,Albany,39,1204,378,10688,10.32%,COUNTY
4/30/2020,Allegany,0,35,20,563,0.00%,COUNTY
4/30/2020,Bronx,541,37785,2824,93055,19.16%,COUNTY
4/30/2020,Broome,15,299,110,2471,13.64%,COUNTY
4/30/2020,Cattaraugus,2,49,78,987,2.56%,COUNTY
4/30/2020,Cayuga,3,51,28,985,10.71%,COUNTY
4/30/2020,Chautauqua,2,35,47,1207,4.26%,COUNTY
4/30/2020,Chemung,1,123,54,1617,1.85%,COUNTY
4/30/2020,Chenango,1,99,21,810,4.76%,COUNTY
4/30/2020,Clinton,2,61,48,796,4.17%,COUNTY
4/30/2020,Columbia,32,202,76,1378,42.11%,COUNTY
4/30/2020,Cortland,0,28,31,1143,0.00%,COUNTY
4/30/2020,Delaware,0,61,24,753,0.00%,COUNTY
4/30/2020,Dutchess,48,3002,443,15085,10.84%,COUNTY
4/30/2020,Erie,162,3481,905,17009,17.90%,COUNTY
4/30/2020,Essex,0,28,27,390,0.00%,COUNTY
4/30/2020,Franklin,0,15,16,390,0.00%,COUNTY
4/30/2020,Fulton,4,75,37,828,10.81%,COUNTY
4/30/2020,Genesee,1,154,29,1035,3.45%,COUNTY
4/30/2020,Greene,8,139,47,1171,17.02%,COUNTY
4/30/2020,Hamilton,0,3,2,40,0.00%,COUNTY
4/30/2020,Herkimer,2,60,28,820,7.14%,COUNTY
4/30/2020,Jefferson,0,61,37,1555,0.00%,COUNTY
4/30/2020,Kings,647,45519,3927,115417,16.48%,COUNTY
4/30/2020,Lewis,0,9,4,318,0.00%,COUNTY
4/30/2020,Livingston,4,73,43,1068,9.30%,COUNTY
4/30/2020,Madison,8,139,51,1266,15.69%,COUNTY
4/30/2020,Monroe,37,1478,579,14594,6.39%,COUNTY
4/30/2020,Montgomery,1,54,29,727,3.45%,COUNTY
4/30/2020,Nassau,307,36161,2108,97308,14.56%,COUNTY
4/30/2020,New York,255,22175,2205,68807,11.56%,COUNTY
4/30/2020,Niagara,20,440,239,2783,8.37%,COUNTY
4/30/2020,Oneida,12,451,149,3575,8.05%,COUNTY
4/30/2020,Onondaga,28,860,334,11001,8.38%,COUNTY
4/30/2020,Ontario,1,91,91,1702,1.10%,COUNTY
4/30/2020,Orange,101,8751,787,28009,12.83%,COUNTY
4/30/2020,Orleans,3,92,23,651,13.04%,COUNTY
4/30/2020,Oswego,1,64,36,1628,2.78%,COUNTY
4/30/2020,Otsego,0,67,40,1286,0.00%,COUNTY
4/30/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
4/30/2020,Putnam,20,990,144,4314,13.89%,COUNTY
4/30/2020,Queens,643,52274,3689,124378,17.43%,COUNTY
4/30/2020,Rensselaer,11,298,101,3409,10.89%,COUNTY
4/30/2020,Richmond,126,11937,849,34335,14.84%,COUNTY
4/30/2020,Rockland,104,11812,823,31416,12.64%,COUNTY
4/30/2020,Saratoga,4,358,171,5210,2.34%,COUNTY
4/30/2020,Schenectady,13,514,195,4369,6.67%,COUNTY
4/30/2020,Schoharie,1,43,24,633,4.17%,COUNTY
4/30/2020,Schuyler,0,7,6,418,0.00%,COUNTY
4/30/2020,Seneca,2,41,22,497,9.09%,COUNTY
4/30/2020,St. Lawrence,3,176,157,1983,1.91%,COUNTY
4/30/2020,Steuben,0,216,42,2079,0.00%,COUNTY
4/30/2020,Suffolk,373,34037,2207,93568,16.90%,COUNTY
4/30/2020,Sullivan,42,880,122,3865,34.43%,COUNTY
4/30/2020,Tioga,2,90,19,903,10.53%,COUNTY
4/30/2020,Tompkins,0,128,61,3572,0.00%,COUNTY
4/30/2020,Ulster,19,1298,336,8418,5.65%,COUNTY
4/30/2020,Warren,6,182,94,1467,6.38%,COUNTY
4/30/2020,Washington,22,170,88,1093,25.00%,COUNTY
4/30/2020,Wayne,0,71,56,1295,0.00%,COUNTY
4/30/2020,Westchester,262,29232,1613,94442,16.24%,COUNTY
4/30/2020,Wyoming,1,68,16,584,6.25%,COUNTY
4/30/2020,Yates,0,18,12,274,0.00%,COUNTY
5/1/2020,Albany,34,1238,434,11122,7.83%,COUNTY
5/1/2020,Allegany,0,35,11,574,0.00%,COUNTY
5/1/2020,Bronx,665,38450,3694,96749,18.00%,COUNTY
5/1/2020,Broome,6,305,114,2585,5.26%,COUNTY
5/1/2020,Cattaraugus,1,50,80,1067,1.25%,COUNTY
5/1/2020,Cayuga,0,51,17,1002,0.00%,COUNTY
5/1/2020,Chautauqua,0,35,53,1260,0.00%,COUNTY
5/1/2020,Chemung,1,124,36,1653,2.78%,COUNTY
5/1/2020,Chenango,0,99,35,845,0.00%,COUNTY
5/1/2020,Clinton,1,62,35,831,2.86%,COUNTY
5/1/2020,Columbia,3,205,37,1415,8.11%,COUNTY
5/1/2020,Cortland,0,28,30,1173,0.00%,COUNTY
5/1/2020,Delaware,0,61,29,782,0.00%,COUNTY
5/1/2020,Dutchess,47,3049,473,15558,9.94%,COUNTY
5/1/2020,Erie,117,3598,1058,18067,11.06%,COUNTY
5/1/2020,Essex,0,28,31,421,0.00%,COUNTY
5/1/2020,Franklin,0,15,9,399,0.00%,COUNTY
5/1/2020,Fulton,4,79,34,862,11.76%,COUNTY
5/1/2020,Genesee,1,155,55,1090,1.82%,COUNTY
5/1/2020,Greene,3,142,36,1207,8.33%,COUNTY
5/1/2020,Hamilton,0,3,3,43,0.00%,COUNTY
5/1/2020,Herkimer,1,61,15,835,6.67%,COUNTY
5/1/2020,Jefferson,1,62,48,1603,2.08%,COUNTY
5/1/2020,Kings,756,46275,4717,120134,16.03%,COUNTY
5/1/2020,Lewis,0,9,12,330,0.00%,COUNTY
5/1/2020,Livingston,3,76,44,1112,6.82%,COUNTY
5/1/2020,Madison,10,149,54,1320,18.52%,COUNTY
5/1/2020,Monroe,56,1534,520,15114,10.77%,COUNTY
5/1/2020,Montgomery,0,54,27,754,0.00%,COUNTY
5/1/2020,Nassau,358,36519,2384,99692,15.02%,COUNTY
5/1/2020,New York,321,22496,2606,71413,12.32%,COUNTY
5/1/2020,Niagara,17,457,269,3052,6.32%,COUNTY
5/1/2020,Oneida,23,474,185,3760,12.43%,COUNTY
5/1/2020,Onondaga,43,903,433,11434,9.93%,COUNTY
5/1/2020,Ontario,1,92,62,1764,1.61%,COUNTY
5/1/2020,Orange,159,8910,839,28848,18.95%,COUNTY
5/1/2020,Orleans,1,93,29,680,3.45%,COUNTY
5/1/2020,Oswego,2,66,30,1658,6.67%,COUNTY
5/1/2020,Otsego,0,67,88,1374,0.00%,COUNTY
5/1/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
5/1/2020,Putnam,13,1003,115,4429,11.30%,COUNTY
5/1/2020,Queens,765,53039,4517,128895,16.94%,COUNTY
5/1/2020,Rensselaer,13,311,112,3521,11.61%,COUNTY
5/1/2020,Richmond,157,12094,918,35253,17.10%,COUNTY
5/1/2020,Rockland,133,11945,779,32195,17.07%,COUNTY
5/1/2020,Saratoga,3,361,173,5383,1.73%,COUNTY
5/1/2020,Schenectady,7,521,194,4563,3.61%,COUNTY
5/1/2020,Schoharie,0,43,16,649,0.00%,COUNTY
5/1/2020,Schuyler,0,7,7,425,0.00%,COUNTY
5/1/2020,Seneca,1,42,26,523,3.85%,COUNTY
5/1/2020,St. Lawrence,0,176,130,2113,0.00%,COUNTY
5/1/2020,Steuben,1,217,62,2141,1.61%,COUNTY
5/1/2020,Suffolk,441,34478,2660,96228,16.58%,COUNTY
5/1/2020,Sullivan,51,931,128,3993,39.84%,COUNTY
5/1/2020,Tioga,0,90,20,923,0.00%,COUNTY
5/1/2020,Tompkins,0,128,118,3690,0.00%,COUNTY
5/1/2020,Ulster,29,1327,362,8780,8.01%,COUNTY
5/1/2020,Warren,3,185,66,1533,4.55%,COUNTY
5/1/2020,Washington,14,184,63,1156,22.22%,COUNTY
5/1/2020,Wayne,2,73,43,1338,4.65%,COUNTY
5/1/2020,Westchester,394,29626,2359,96801,16.70%,COUNTY
5/1/2020,Wyoming,1,69,32,616,3.13%,COUNTY
5/1/2020,Yates,0,18,13,287,0.00%,COUNTY
5/2/2020,Albany,20,1258,441,11563,4.54%,COUNTY
5/2/2020,Allegany,0,35,18,592,0.00%,COUNTY
5/2/2020,Bronx,466,38916,2857,99606,16.31%,COUNTY
5/2/2020,Broome,22,327,415,3000,5.30%,COUNTY
5/2/2020,Cattaraugus,3,53,54,1121,5.56%,COUNTY
5/2/2020,Cayuga,0,51,14,1016,0.00%,COUNTY
5/2/2020,Chautauqua,1,36,18,1278,5.56%,COUNTY
5/2/2020,Chemung,1,125,26,1679,3.85%,COUNTY
5/2/2020,Chenango,0,99,36,881,0.00%,COUNTY
5/2/2020,Clinton,4,66,33,864,12.12%,COUNTY
5/2/2020,Columbia,4,209,57,1472,7.02%,COUNTY
5/2/2020,Cortland,0,28,16,1189,0.00%,COUNTY
5/2/2020,Delaware,0,61,28,810,0.00%,COUNTY
5/2/2020,Dutchess,37,3086,434,15992,8.53%,COUNTY
5/2/2020,Erie,112,3710,799,18866,14.02%,COUNTY
5/2/2020,Essex,1,29,23,444,4.35%,COUNTY
5/2/2020,Franklin,0,15,9,408,0.00%,COUNTY
5/2/2020,Fulton,3,82,36,898,8.33%,COUNTY
5/2/2020,Genesee,0,155,25,1115,0.00%,COUNTY
5/2/2020,Greene,9,151,32,1239,28.13%,COUNTY
5/2/2020,Hamilton,0,3,1,44,0.00%,COUNTY
5/2/2020,Herkimer,1,62,29,864,3.45%,COUNTY
5/2/2020,Jefferson,0,62,48,1651,0.00%,COUNTY
5/2/2020,Kings,564,46839,3804,123938,14.83%,COUNTY
5/2/2020,Lewis,0,9,1,331,0.00%,COUNTY
5/2/2020,Livingston,7,83,52,1164,13.46%,COUNTY
5/2/2020,Madison,2,151,26,1346,7.69%,COUNTY
5/2/2020,Monroe,32,1566,571,15685,5.60%,COUNTY
5/2/2020,Montgomery,2,56,53,807,3.77%,COUNTY
5/2/2020,Nassau,261,36780,2194,101886,11.90%,COUNTY
5/2/2020,New York,245,22741,2214,73627,11.07%,COUNTY
5/2/2020,Niagara,17,474,184,3236,9.24%,COUNTY
5/2/2020,Oneida,15,489,149,3909,10.07%,COUNTY
5/2/2020,Onondaga,49,952,593,12027,8.26%,COUNTY
5/2/2020,Ontario,3,95,90,1854,3.33%,COUNTY
5/2/2020,Orange,57,8967,510,29358,11.18%,COUNTY
5/2/2020,Orleans,4,97,22,702,18.18%,COUNTY
5/2/2020,Oswego,0,66,37,1695,0.00%,COUNTY
5/2/2020,Otsego,0,67,42,1416,0.00%,COUNTY
5/2/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
5/2/2020,Putnam,10,1013,90,4519,11.11%,COUNTY
5/2/2020,Queens,601,53640,3755,132650,16.01%,COUNTY
5/2/2020,Rensselaer,11,322,170,3691,6.47%,COUNTY
5/2/2020,Richmond,101,12195,729,35982,13.85%,COUNTY
5/2/2020,Rockland,80,12025,598,32793,13.38%,COUNTY
5/2/2020,Saratoga,2,363,203,5586,0.99%,COUNTY
5/2/2020,Schenectady,6,527,146,4709,4.11%,COUNTY
5/2/2020,Schoharie,2,45,20,669,10.00%,COUNTY
5/2/2020,Schuyler,0,7,2,427,0.00%,COUNTY
5/2/2020,Seneca,3,45,51,574,5.88%,COUNTY
5/2/2020,St. Lawrence,1,177,125,2238,0.80%,COUNTY
5/2/2020,Steuben,1,218,41,2182,2.44%,COUNTY
5/2/2020,Suffolk,377,34855,2521,98749,14.95%,COUNTY
5/2/2020,Sullivan,20,951,105,4098,19.05%,COUNTY
5/2/2020,Tioga,0,90,25,948,0.00%,COUNTY
5/2/2020,Tompkins,1,129,27,3717,3.70%,COUNTY
5/2/2020,Ulster,14,1341,256,9036,5.47%,COUNTY
5/2/2020,Warren,3,188,43,1576,6.98%,COUNTY
5/2/2020,Washington,2,186,63,1219,3.17%,COUNTY
5/2/2020,Wayne,2,75,86,1424,2.33%,COUNTY
5/2/2020,Westchester,258,29884,1809,98610,14.26%,COUNTY
5/2/2020,Wyoming,0,69,15,631,0.00%,COUNTY
5/2/2020,Yates,1,19,23,310,4.35%,COUNTY
5/3/2020,Albany,29,1287,391,11954,7.42%,COUNTY
5/3/2020,Allegany,0,35,14,606,0.00%,COUNTY
5/3/2020,Bronx,307,39223,1869,101475,16.43%,COUNTY
5/3/2020,Broome,7,334,353,3353,1.98%,COUNTY
5/3/2020,Cattaraugus,0,53,7,1128,0.00%,COUNTY
5/3/2020,Cayuga,0,51,10,1026,0.00%,COUNTY
5/3/2020,Chautauqua,1,37,9,1287,11.11%,COUNTY
5/3/2020,Chemung,1,126,244,1923,0.41%,COUNTY
5/3/2020,Chenango,1,100,50,931,2.00%,COUNTY
5/3/2020,Clinton,2,68,21,885,9.52%,COUNTY
5/3/2020,Columbia,4,213,38,1510,10.53%,COUNTY
5/3/2020,Cortland,0,28,42,1231,0.00%,COUNTY
5/3/2020,Delaware,1,62,54,864,1.85%,COUNTY
5/3/2020,Dutchess,45,3131,370,16362,12.16%,COUNTY
5/3/2020,Erie,92,3802,760,19626,12.11%,COUNTY
5/3/2020,Essex,0,29,10,454,0.00%,COUNTY
5/3/2020,Franklin,1,16,15,423,6.67%,COUNTY
5/3/2020,Fulton,2,84,25,923,8.00%,COUNTY
5/3/2020,Genesee,4,159,48,1163,8.33%,COUNTY
5/3/2020,Greene,3,154,34,1273,8.82%,COUNTY
5/3/2020,Hamilton,0,3,2,46,0.00%,COUNTY
5/3/2020,Herkimer,1,63,41,905,2.44%,COUNTY
5/3/2020,Jefferson,1,63,82,1733,1.22%,COUNTY
5/3/2020,Kings,344,47183,2545,126483,13.52%,COUNTY
5/3/2020,Lewis,0,9,9,340,0.00%,COUNTY
5/3/2020,Livingston,2,85,26,1190,7.69%,COUNTY
5/3/2020,Madison,66,217,141,1487,46.81%,COUNTY
5/3/2020,Monroe,29,1595,914,16599,3.17%,COUNTY
5/3/2020,Montgomery,0,56,19,826,0.00%,COUNTY
5/3/2020,Nassau,185,36965,1736,103622,10.66%,COUNTY
5/3/2020,New York,159,22900,1524,75151,10.43%,COUNTY
5/3/2020,Niagara,19,493,318,3554,5.97%,COUNTY
5/3/2020,Oneida,61,550,241,4150,25.31%,COUNTY
5/3/2020,Onondaga,19,971,436,12463,4.36%,COUNTY
5/3/2020,Ontario,1,96,81,1935,1.23%,COUNTY
5/3/2020,Orange,48,9015,421,29779,11.40%,COUNTY
5/3/2020,Orleans,0,97,21,723,0.00%,COUNTY
5/3/2020,Oswego,1,67,44,1739,2.27%,COUNTY
5/3/2020,Otsego,0,67,36,1452,0.00%,COUNTY
5/3/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
5/3/2020,Putnam,13,1026,114,4633,11.40%,COUNTY
5/3/2020,Queens,450,54090,2696,135346,16.69%,COUNTY
5/3/2020,Rensselaer,15,337,148,3839,10.14%,COUNTY
5/3/2020,Richmond,60,12255,549,36531,10.93%,COUNTY
5/3/2020,Rockland,70,12095,476,33269,14.71%,COUNTY
5/3/2020,Saratoga,4,367,103,5689,3.88%,COUNTY
5/3/2020,Schenectady,8,535,126,4835,6.35%,COUNTY
5/3/2020,Schoharie,0,45,21,690,0.00%,COUNTY
5/3/2020,Schuyler,0,7,12,439,0.00%,COUNTY
5/3/2020,Seneca,0,45,19,593,0.00%,COUNTY
5/3/2020,St. Lawrence,1,178,85,2323,1.18%,COUNTY
5/3/2020,Steuben,1,219,70,2252,1.43%,COUNTY
5/3/2020,Suffolk,222,35077,1640,100389,13.54%,COUNTY
5/3/2020,Sullivan,25,976,106,4204,23.58%,COUNTY
5/3/2020,Tioga,0,90,50,998,0.00%,COUNTY
5/3/2020,Tompkins,0,129,126,3843,0.00%,COUNTY
5/3/2020,Ulster,13,1354,198,9234,6.57%,COUNTY
5/3/2020,Warren,4,192,53,1629,7.55%,COUNTY
5/3/2020,Washington,2,188,31,1250,6.45%,COUNTY
5/3/2020,Wayne,1,76,88,1512,1.14%,COUNTY
5/3/2020,Westchester,213,30097,1662,100272,12.82%,COUNTY
5/3/2020,Wyoming,0,69,16,647,0.00%,COUNTY
5/3/2020,Yates,0,19,9,319,0.00%,COUNTY
5/4/2020,Albany,7,1294,130,12084,5.38%,COUNTY
5/4/2020,Allegany,0,35,31,637,0.00%,COUNTY
5/4/2020,Bronx,253,39476,2001,103476,12.64%,COUNTY
5/4/2020,Broome,4,338,180,3533,2.22%,COUNTY
5/4/2020,Cattaraugus,0,53,14,1142,0.00%,COUNTY
5/4/2020,Cayuga,0,51,22,1048,0.00%,COUNTY
5/4/2020,Chautauqua,0,37,54,1341,0.00%,COUNTY
5/4/2020,Chemung,0,126,154,2077,0.00%,COUNTY
5/4/2020,Chenango,0,100,42,973,0.00%,COUNTY
5/4/2020,Clinton,1,69,27,912,3.70%,COUNTY
5/4/2020,Columbia,16,229,79,1589,20.25%,COUNTY
5/4/2020,Cortland,0,28,12,1243,0.00%,COUNTY
5/4/2020,Delaware,0,62,31,895,0.00%,COUNTY
5/4/2020,Dutchess,20,3151,307,16669,6.51%,COUNTY
5/4/2020,Erie,89,3891,779,20405,11.42%,COUNTY
5/4/2020,Essex,1,30,26,480,3.85%,COUNTY
5/4/2020,Franklin,0,16,11,434,0.00%,COUNTY
5/4/2020,Fulton,13,97,63,986,20.63%,COUNTY
5/4/2020,Genesee,0,159,47,1210,0.00%,COUNTY
5/4/2020,Greene,12,166,36,1309,33.33%,COUNTY
5/4/2020,Hamilton,0,3,1,47,0.00%,COUNTY
5/4/2020,Herkimer,4,67,29,934,13.79%,COUNTY
5/4/2020,Jefferson,0,63,13,1746,0.00%,COUNTY
5/4/2020,Kings,396,47579,3364,129847,11.77%,COUNTY
5/4/2020,Lewis,0,9,6,346,0.00%,COUNTY
5/4/2020,Livingston,1,86,52,1242,1.92%,COUNTY
5/4/2020,Madison,6,223,43,1530,13.95%,COUNTY
5/4/2020,Monroe,28,1623,721,17320,3.88%,COUNTY
5/4/2020,Montgomery,5,61,28,854,17.86%,COUNTY
5/4/2020,Nassau,187,37152,1822,105444,10.26%,COUNTY
5/4/2020,New York,154,23054,2246,77397,6.86%,COUNTY
5/4/2020,Niagara,15,508,198,3752,7.58%,COUNTY
5/4/2020,Oneida,24,574,247,4397,9.72%,COUNTY
5/4/2020,Onondaga,31,1002,176,12639,17.61%,COUNTY
5/4/2020,Ontario,1,97,86,2021,1.16%,COUNTY
5/4/2020,Orange,129,9144,869,30648,14.84%,COUNTY
5/4/2020,Orleans,2,99,15,738,13.33%,COUNTY
5/4/2020,Oswego,1,68,40,1779,2.50%,COUNTY
5/4/2020,Otsego,0,67,87,1539,0.00%,COUNTY
5/4/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
5/4/2020,Putnam,5,1031,87,4720,5.75%,COUNTY
5/4/2020,Queens,358,54448,2633,137979,13.60%,COUNTY
5/4/2020,Rensselaer,2,339,71,3910,2.82%,COUNTY
5/4/2020,Richmond,62,12317,573,37104,10.82%,COUNTY
5/4/2020,Rockland,49,12144,437,33706,11.21%,COUNTY
5/4/2020,Saratoga,1,368,115,5804,0.87%,COUNTY
5/4/2020,Schenectady,2,537,98,4933,2.04%,COUNTY
5/4/2020,Schoharie,0,45,29,719,0.00%,COUNTY
5/4/2020,Schuyler,0,7,5,444,0.00%,COUNTY
5/4/2020,Seneca,1,46,26,619,3.85%,COUNTY
5/4/2020,St. Lawrence,0,178,38,2361,0.00%,COUNTY
5/4/2020,Steuben,2,221,90,2342,2.22%,COUNTY
5/4/2020,Suffolk,198,35275,1586,101975,12.48%,COUNTY
5/4/2020,Sullivan,8,984,111,4315,7.21%,COUNTY
5/4/2020,Tioga,2,92,67,1065,2.99%,COUNTY
5/4/2020,Tompkins,0,129,52,3895,0.00%,COUNTY
5/4/2020,Ulster,3,1357,104,9338,2.88%,COUNTY
5/4/2020,Warren,0,192,34,1663,0.00%,COUNTY
5/4/2020,Washington,0,188,22,1272,0.00%,COUNTY
5/4/2020,Wayne,2,78,66,1578,3.03%,COUNTY
5/4/2020,Westchester,143,30240,1225,101497,11.67%,COUNTY
5/4/2020,Wyoming,1,70,24,671,4.17%,COUNTY
5/4/2020,Yates,0,19,7,326,0.00%,COUNTY
5/5/2020,Albany,27,1321,367,12451,7.36%,COUNTY
5/5/2020,Allegany,0,35,22,659,0.00%,COUNTY
5/5/2020,Bronx,363,39839,2657,106133,13.66%,COUNTY
5/5/2020,Broome,7,345,273,3806,2.56%,COUNTY
5/5/2020,Cattaraugus,1,54,47,1189,2.13%,COUNTY
5/5/2020,Cayuga,0,51,19,1067,0.00%,COUNTY
5/5/2020,Chautauqua,1,38,88,1429,1.14%,COUNTY
5/5/2020,Chemung,2,128,143,2220,1.40%,COUNTY
5/5/2020,Chenango,2,102,51,1024,3.92%,COUNTY
5/5/2020,Clinton,0,69,25,937,0.00%,COUNTY
5/5/2020,Columbia,62,291,188,1777,32.98%,COUNTY
5/5/2020,Cortland,0,28,33,1276,0.00%,COUNTY
5/5/2020,Delaware,0,62,30,925,0.00%,COUNTY
5/5/2020,Dutchess,41,3192,370,17039,11.08%,COUNTY
5/5/2020,Erie,117,4008,1498,21903,7.81%,COUNTY
5/5/2020,Essex,0,30,18,498,0.00%,COUNTY
5/5/2020,Franklin,0,16,15,449,0.00%,COUNTY
5/5/2020,Fulton,3,100,50,1036,6.00%,COUNTY
5/5/2020,Genesee,3,162,59,1269,5.08%,COUNTY
5/5/2020,Greene,22,188,84,1393,26.19%,COUNTY
5/5/2020,Hamilton,2,5,6,53,33.33%,COUNTY
5/5/2020,Herkimer,1,68,66,1000,1.52%,COUNTY
5/5/2020,Jefferson,0,63,50,1796,0.00%,COUNTY
5/5/2020,Kings,395,47974,3597,133444,10.98%,COUNTY
5/5/2020,Lewis,0,9,4,350,0.00%,COUNTY
5/5/2020,Livingston,3,89,52,1294,5.77%,COUNTY
5/5/2020,Madison,8,231,192,1722,4.17%,COUNTY
5/5/2020,Monroe,32,1655,842,18162,3.80%,COUNTY
5/5/2020,Montgomery,2,63,46,900,4.35%,COUNTY
5/5/2020,Nassau,198,37350,1765,107209,11.22%,COUNTY
5/5/2020,New York,203,23257,2499,79896,8.12%,COUNTY
5/5/2020,Niagara,41,549,353,4105,11.61%,COUNTY
5/5/2020,Oneida,5,579,234,4631,2.14%,COUNTY
5/5/2020,Onondaga,54,1056,731,13370,7.39%,COUNTY
5/5/2020,Ontario,2,99,105,2126,1.90%,COUNTY
5/5/2020,Orange,71,9215,509,31157,13.95%,COUNTY
5/5/2020,Orleans,4,103,36,774,11.11%,COUNTY
5/5/2020,Oswego,2,70,41,1820,4.88%,COUNTY
5/5/2020,Otsego,0,67,70,1609,0.00%,COUNTY
5/5/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
5/5/2020,Putnam,9,1040,96,4816,9.38%,COUNTY
5/5/2020,Queens,432,54880,3591,141570,12.03%,COUNTY
5/5/2020,Rensselaer,8,347,126,4036,6.35%,COUNTY
5/5/2020,Richmond,84,12401,702,37806,11.97%,COUNTY
5/5/2020,Rockland,60,12204,401,34107,14.96%,COUNTY
5/5/2020,Saratoga,3,371,173,5977,1.73%,COUNTY
5/5/2020,Schenectady,14,551,178,5111,7.87%,COUNTY
5/5/2020,Schoharie,0,45,29,748,0.00%,COUNTY
5/5/2020,Schuyler,0,7,31,475,0.00%,COUNTY
